token_context,word_context,seg_context,sent_cotext,label
"['Overthelastdecadetherehasbeenalotofinterestindevelopingtutorialdialoguesystemsthatunderstandstudentexplanations #TAUTHOR_TAG,becausehighpercentagesofselfexplanationandstudentcontentfultalkareknowntobecorrelatedwithbetterlearninginhumanhumantutoring #AUTHOR_TAG.', 'mostexistingsystemsusepre-authoredtutorresponsesforaddressingstudenterrors.', 'Theadvantageofthisapproachisthattutorscandeviseremediationdialoguesthatarehighlytailoredtospecificmisconceptionsmanystudentsshare,providingstep-byscaffoldingandpotentiallysuggestingadditionalproblems.', 'theremediationtheerrorreg', '']","['Overthelastdecadetherehasbeenalotofinterestindevelopingtutorialdialoguesystemsthatunderstandstudentexplanations #TAUTHOR_TAG,becausehighpercentagesofselfexplanationandstudentcontentfultalkareknowntobecorrelatedwithbetterlearninginhumanhumantutoring #AUTHOR_TAG.', 'mostexistingsystemsusepre-authoredtutorresponsesforaddressingstudenterrors.', 'Theadvantageofthisapproachisthattutorscandeviseremediationdialoguesthatarehighlytailoredtospecificmisconceptionsmanystudentsshare,providingstep-by-stepscaffoldingandpotentiallysuggestingadditionalproblems.', 'theremediationtheerrorregardless', '']","['Overthelastdecadetherehasbeenalotofinterestindevelopingtutorialdialoguesystemsthatunderstandstudentexplanations #TAUTHOR_TAG,becausehighpercentagesofselfexplanationandstudentcontentfultalkareknowntobecorrelatedwithbetterlearninginhumanhumantutoring #AUTHOR_TAG.', 'mostexistingsystemsusepre-authoredtutorresponsesforaddressingstudenterrors.', 'Theadvantageofthisapproachisthattutorscandeviseremediationdialoguesthatarehighlytailoredtospecificmisconceptionsmanystudentsshare,providingstep-by-stepscaffoldingandpotentiallysuggestingadditionalproblems.', 'thesameremediationthesameerrorregardless', '']","['Overthelastdecadetherehasbeenalotofinterestindevelopingtutorialdialoguesystemsthatunderstandstudentexplanations #TAUTHOR_TAG,becausehighpercentagesofselfexplanationandstudentcontentfultalkareknowntobecorrelatedwithbetterlearninginhumanhumantutoring #AUTHOR_TAG.', 'However,mostexistingsystemsusepre-authoredtutorresponsesforaddressingstudenterrors.', 'Theadvantageofthisapproachisthattutorscandeviseremediationdialoguesthatarehighlytailoredtospecificmisconceptionsmanystudentsshare,providingstep-by-stepscaffoldingandpotentiallysuggestingadditionalproblems.', '', '']",0
"['Thetutorialpolicymakesahigh-leveldecisionastowhichstrategytouse(forexample,""acknowledgethecorrectpartandgiveahighspecificityhint"")basedontheansweranalysisandcontext.', 'thetutorialplannerimplementsanerrorrecoverypolicy.', '', 'OurrecoverypolicyismodeledontheTargetedHelp #TAUTHOR_TAGpolicyusedintask-orienteddialogue.', 'Ifthesystemcannotfindaninterpretationforanutterance,itattemptstoproduceamessagethatdescribestheproblembutwithoutgivingawaytheanswer,for,""I\'msorry,I\'mhavingaproblemunderstanding.', 'I\'t.""', 'help']","['Thetutorialpolicymakesahigh-leveldecisionastowhichstrategytouse(forexample,""acknowledgethecorrectpartandgiveahighspecificityhint"")basedontheansweranalysisandcontext.', 'thetutorialplannerimplementsanerrorrecoverypolicy.', '', 'OurrecoverypolicyismodeledontheTargetedHelp #TAUTHOR_TAGpolicyusedintask-orienteddialogue.', 'Ifthesystemcannotfindaninterpretationforanutterance,itattemptstoproduceamessagethatdescribestheproblembutwithoutgivingawaytheanswer,forexample,""I\'msorry,I\'mhavingaproblemunderstanding.', 'Idon\'tpower.""', 'help']","['Thetutorialpolicymakesahigh-leveldecisionastowhichstrategytouse(forexample,""acknowledgethecorrectpartandgiveahighspecificityhint"")basedontheansweranalysisanduecontext.', 'thetutorialplannerimplementsanerrorrecoverypolicy.', '', 'OurrecoverypolicyismodeledontheTargetedHelp #TAUTHOR_TAGpolicyusedintask-orienteddialogue.', 'Ifthesystemcannotfindaninterpretationforanutterance,itattemptstoproduceamessagethatdescribestheproblembutwithoutgivingawaytheanswer,for,""I\'msorry,I\'mhavingaproblemunderstanding.', ""Idon'tknow"", '']","['Thetutorialpolicymakesahigh-leveldecisionastowhichstrategytouse(forexample,""acknowledgethecorrectpartandgiveahighspecificityhint"")basedontheansweranalysisanddialoguecontext.', '', '', 'OurrecoverypolicyismodeledontheTargetedHelp #TAUTHOR_TAGpolicyusedintask-orienteddialogue.', 'Ifthesystemcannotfindaninterpretationforanutterance,itattemptstoproduceamessagethatdescribestheproblembutwithoutgivingawaytheanswer,forexample,""I\'msorry,I\'mhavingaproblemunderstanding.', '', '']",2
"['WeusetheTRIPSdialogueparser #TAUTHOR_TAGtoparsetheutterances.', 'Theparserprovidesadomain-independentsemanticrepresentationincludinghigh-levelwordsensesandsemanticrolelabels.', ""Thecontextualinterpreterthenusesaresolutionach #AUTHOR_TAGandanontologymappingmechanism #AUTHOR_TAGa)toproduceadomain-specificsemanticrepresentationofthestudent'soutput."", '', '', '', '""Whichbulbswillbeonandwhichbulbswillbeoffinthisdiagram?"",', '""off""""allbsbeoff', '']","['WeusetheTRIPSdialogueparser #TAUTHOR_TAGtoparsetheutterances.', 'Theparserprovidesadomain-independentsemanticrepresentationincludinghigh-levelwordsensesandsemanticrolelabels.', ""Thecontextualinterpreterthenusesaresolutionapproach #AUTHOR_TAGandanontologymappingmechanism #AUTHOR_TAGa)toproduceadomain-specificsemanticrepresentationofthestudent'soutput."", '', '', '', '""Whichbulbswillbeonandwhichbulbswillbeoffinthisdiagram?"",', '""off""""allbulbsbeoff.""', '']","['WeusetheTRIPSdialogueparser #TAUTHOR_TAGtoparsetheutterances.', 'Theparserprovidesadomain-independentsemanticrepresentationincludinghigh-levelwordsensesandsemanticrolelabels.', ""Thecontextualinterpreterthenusesareferenceresolutionapproach #AUTHOR_TAGandanontologymappingmechanism #AUTHOR_TAGa)toproduceadomain-specificsemanticrepresentationofthestudent'soutput."", '', '', '', 'thequestion""Whichbulbswillbeonandwhichbulbswillbeoffinthisdiagram?"",', '""off""""allbulbswillbeoff', '']","['WeusetheTRIPSdialogueparser #TAUTHOR_TAGtoparsetheutterances.', 'Theparserprovidesadomain-independentsemanticrepresentationincludinghigh-levelwordsensesandsemanticrolelabels.', ""Thecontextualinterpreterthenusesareferenceresolutionapproachsimilarto #AUTHOR_TAG,andanontologymappingmechanism #AUTHOR_TAGa)toproduceadomain-specificsemanticrepresentationofthestudent'soutput."", '', '', '', 'Forexample,itcandeterminethatintheanswertothequestion""Whichbulbswillbeonandwhichbulbswillbeoffinthisdiagram?"",', '', '']",5
"['ThesystemusesaknowledgebaseimplementedintheKMrepresentationlanguage #TAUTHOR_TAGtorepresentthestateoftheworld.', '']","['ThesystemusesaknowledgebaseimplementedintheKMrepresentationlanguage #TAUTHOR_TAGtorepresentthestateoftheworld.', '']","['ThesystemusesaknowledgebaseimplementedintheKMrepresentationlanguage #TAUTHOR_TAGtorepresentthestateoftheworld.', '']","['ThesystemusesaknowledgebaseimplementedintheKMrepresentationlanguage #TAUTHOR_TAGtorepresentthestateoftheworld.', '']",5
"['AllcurrentapproachestomonolingualTE,eithersyntacticallyoriented #AUTHOR_TAG,orapplyinglogicalinference #AUTHOR_TAG,oradoptingtransformation-basedtechniques #TAUTHOR_TAG,incorporatedifferenttypesoflexicalknowledgetosupporttextualinference.', '', '', '', '', '']","['AllcurrentapproachestomonolingualTE,eithersyntacticallyoriented #AUTHOR_TAG,orapplyinglogicalinference #AUTHOR_TAG,oradoptingtransformation-basedtechniques #TAUTHOR_TAG,incorporatedifferenttypesoflexicalknowledgetosupporttextualinference.', '', '', '', '', '']","['AllcurrentapproachestomonolingualTE,eithersyntacticallyoriented #AUTHOR_TAG,orapplyinglogicalinference #AUTHOR_TAG,oradoptingtransformation-basedtechniques #TAUTHOR_TAG,incorporatedifferenttypesoflexicalknowledgetosupporttextualinference.', '', '', '', '', '']","['AllcurrentapproachestomonolingualTE,eithersyntacticallyoriented #AUTHOR_TAG,orapplyinglogicalinference #AUTHOR_TAG,oradoptingtransformation-basedtechniques #TAUTHOR_TAG,incorporatedifferenttypesoflexicalknowledgetosupporttextualinference.', '', '', '', '', '']",0
"['Phrasetables(PHT)containpairsofcorrespondingphrasesintwolanguages,togetherwithassociationprobabilities.', 'TheyarewidelyusedinMTasawaytofigureouthowtotranslateinputinonelanguageintooutputinanotherlanguage #TAUTHOR_TAG.', 'severalmethodstobuildphrasetables', '', '', '', '', '', '', '', '']","['Phrasetables(PHT)containpairsofcorrespondingphrasesintwolanguages,togetherwithassociationprobabilities.', 'TheyarewidelyusedinMTasawaytofigureouthowtotranslateinputinonelanguageintooutputinanotherlanguage #TAUTHOR_TAG.', 'severalmethodstobuildphrasetables.', '', '', '', '', '', '', '', '']","['Phrasetables(PHT)containpairsofcorrespondingphrasesintwolanguages,togetherwithassociationprobabilities.', 'TheyarewidelyusedinMTasawaytofigureouthowtotranslateinputinonelanguageintooutputinanotherlanguage #TAUTHOR_TAG.', 'severalmethodstobuildphrasetables.', '', '', '', '', '', '', '', '']","['Phrasetables(PHT)containpairsofcorrespondingphrasesintwolanguages,togetherwithassociationprobabilities.', 'TheyarewidelyusedinMTasawaytofigureouthowtotranslateinputinonelanguageintooutputinanotherlanguage #TAUTHOR_TAG.', 'Thereareseveralmethodstobuildphrasetables.', '', '', '', '', '', '', '', '']",0
"['ones,DIRT #TAUTHOR_TAG,VerbOcean #AUTHOR_TAG,FrameNet #AUTHOR_TAG,andWikipedia #AUTHOR_TAG.', 'DIRTisacollectionofsta-tisticallylearnedinferencerules,thatisofteninte-gratedasasourceoflexicalparaphrasesandentail-mentrules.', 'VerbOceanisagraphoffine-grainedsemanticrelationsbetweenverbs,whicharefre-usedasasourceofpreciseentailmentrules.', '', '', '']","['ones,DIRT #TAUTHOR_TAG,VerbOcean #AUTHOR_TAG,FrameNet #AUTHOR_TAG,andWikipedia #AUTHOR_TAG.', 'DIRTisacollectionofsta-tisticallylearnedinferencerules,thatisofteninte-gratedasasourceoflexicalparaphrasesandentail-mentrules.', 'VerbOceanisagraphoffine-grainedsemanticrelationsbetweenverbs,whicharefre-usedasasourceofpreciseentailmentrules', '', '', '']","['ones,DIRT #TAUTHOR_TAG,VerbOcean #AUTHOR_TAG,FrameNet #AUTHOR_TAG,andWikipedia #AUTHOR_TAG.', 'DIRTisacollectionofsta-tisticallylearnedinferencerules,thatisofteninte-gratedasasourceoflexicalparaphrasesandentail-mentrules.', 'VerbOceanisagraphoffine-grainedsemanticrelationsbetweenverbs,whicharefre-usedasasourceofpreciseentailmentrules.', '', '', '']","['ones,DIRT #TAUTHOR_TAG,VerbOcean #AUTHOR_TAG,FrameNet #AUTHOR_TAG,andWikipedia #AUTHOR_TAG.', 'DIRTisacollectionofsta-tisticallylearnedinferencerules,thatisofteninte-gratedasasourceoflexicalparaphrasesandentail-mentrules.', 'VerbOceanisagraphoffine-grainedsemanticrelationsbetweenverbs,whicharefre-quentlyusedasasourceofpreciseentailmentrulesbetweenpredicates.', '', '', '']",0
"['AllcurrentapproachestomonolingualTE,eithersyntacticallyoriented #AUTHOR_TAG,orapplyinglogicalinference(Tatuand #TAUTHOR_TAG,oradoptingtransformation-basedtechniques #AUTHOR_TAGBar- #AUTHOR_TAG,incorporatedifferenttypesoflexicalknowledgetosupporttextualinference.', 'ranges(textbetween', '', '', '', '']","['AllcurrentapproachestomonolingualTE,eithersyntacticallyoriented #AUTHOR_TAG,orapplyinglogicalinference(Tatuand #TAUTHOR_TAG,oradoptingtransformation-basedtechniques #AUTHOR_TAGBar- #AUTHOR_TAG,incorporatedifferenttypesoflexicalknowledgetosupporttextualinference.', 'ranges(textualbetween', '', '', '', '']","['AllcurrentapproachestomonolingualTE,eithersyntacticallyoriented #AUTHOR_TAG,orapplyinglogicalinference(Tatuand #TAUTHOR_TAG,oradoptingtransformation-basedtechniques #AUTHOR_TAGBar- #AUTHOR_TAG,incorporatedifferenttypesoflexicalknowledgetosupporttextualinference.', '(textbetween', '', '', '', '']","['AllcurrentapproachestomonolingualTE,eithersyntacticallyoriented #AUTHOR_TAG,orapplyinglogicalinference(Tatuand #TAUTHOR_TAG,oradoptingtransformation-basedtechniques #AUTHOR_TAGBar- #AUTHOR_TAG,incorporatedifferenttypesoflexicalknowledgetosupporttextualinference.', '', '', '', '', '']",0
"['', '', 'TranslationshavebeengeneratedbytheCrowdFlower3channeltoAmazonMechanicalTurk4(MTurk),adoptingthemethodologyproposedby #TAUTHOR_TAG.', ""Themethodreliesontranslation-validationcycles,definedasseparatejobsroutedtoMTurk'sworkforce."", 'TranslationjobsreturnoneSpanishversionforeachhypothesis.', 'Validationjobs', 'acceptedbythemajorityoftrustfulvalidators', '', '']","['', '', 'TranslationshavebeengeneratedbytheCrowdFlower3channeltoAmazonMechanicalTurk4(MTurk),adoptingthemethodologyproposedby #TAUTHOR_TAG.', ""Themethodreliesontranslation-validationcycles,definedasseparatejobsroutedtoMTurk'sworkforce."", 'TranslationjobsreturnoneSpanishversionforeachhypothesis.', 'Validationjobs', 'acceptedbythemajorityoftrustfulvalidators', '', '']","['', '', 'TranslationshavebeengeneratedbytheCrowdFlower3channeltoAmazonMechanicalTurk4(MTurk),adoptingthemethodologyproposedby #TAUTHOR_TAG.', ""Themethodreliesontranslation-validationcycles,definedasseparatejobsroutedtoMTurk'sworkforce."", 'TranslationjobsreturnoneSpanishversionforeachhypothesis.', 'Validationjobs', 'acceptedbythemajorityoftrustfulvalidators5', '', '']","['', '', 'TranslationshavebeengeneratedbytheCrowdFlower3channeltoAmazonMechanicalTurk4(MTurk),adoptingthemethodologyproposedby #TAUTHOR_TAG.', ""Themethodreliesontranslation-validationcycles,definedasseparatejobsroutedtoMTurk'sworkforce."", 'TranslationjobsreturnoneSpanishversionforeachhypothesis.', '', '', '', '']",5
"['Cross-lingualTextualEntailment(CLTE)hasbeenproposedby #TAUTHOR_TAGasanextensionofTextualEntailment #AUTHOR_TAGthatconsistsindeciding,giventwotextsTandHindifferentlanguages,ifthemeaningofHcanbeinferredfromthemeaningofT.', 'Theisinherentlyasitaddsissuesrelatedtothemultilingualdimensiontothecomplexityofsemanticinferenceatthetextlevel.', 'therelianceofcur-rentmonolingualTEsystemsonlexicalresources(e.g.WordNet,VerbOcean,FrameNet)andcon-']","['Cross-lingualTextualEntailment(CLTE)hasbeenproposedby #TAUTHOR_TAGasanextensionofTextualEntailment #AUTHOR_TAGthatconsistsindeciding,giventwotextsTandHindifferentlanguages,ifthemeaningofHcanbeinferredfromthemeaningofT.', 'Theisinherentlyasitaddsissuesrelatedtothemultilingualdimensiontothecomplexityofsemanticinferenceatthetextuallevel.', 'therelianceofcur-rentmonolingualTEsystemsonlexicalresources(e.g.WordNet,VerbOcean,FrameNet)andcon-']","['Cross-lingualTextualEntailment(CLTE)hasbeenproposedby #TAUTHOR_TAGasanextensionofTextualEntailment #AUTHOR_TAGthatconsistsindeciding,giventwotextsTandHindifferentlanguages,ifthemeaningofHcanbeinferredfromthemeaningofT.', 'Thetaskisinherentlyasitaddsissuesrelatedtothemultilingualdimensiontothecomplexityofsemanticinferenceatthetextuallevel.', ',therelianceofcur-rentmonolingualTEsystemsonlexicalresources(e.g.WordNet,VerbOcean,FrameNet)andcon']","['Cross-lingualTextualEntailment(CLTE)hasbeenproposedby #TAUTHOR_TAGasanextensionofTextualEntailment #AUTHOR_TAGthatconsistsindeciding,giventwotextsTandHindifferentlanguages,ifthemeaningofHcanbeinferredfromthemeaningofT.', 'Thetaskisinherentlydifficult,asitaddsissuesrelatedtothemultilingualdimensiontothecomplexityofsemanticinferenceatthetextuallevel.', '']",0
"['', '', 'westartfromtheacquisitionanduseoflexicalknowl-edge,whichrepresentsthebasicbuildingblockanyTEsystem', 'Usingthebasicsolutionproposedby #TAUTHOR_TAGasatermofcomparison,weexperimentwithdifferentsourcesofmultilinguallexicalknowledgetoaddressthefollowingquestions:']","['', '', 'westartfromtheacquisitionanduseoflexicalknowl-edge,whichrepresentsthebasicbuildingblockanyTEsystem.', 'Usingthebasicsolutionproposedby #TAUTHOR_TAGasatermofcomparison,weexperimentwithdifferentsourcesofmultilinguallexicalknowledgetoaddressthefollowingquestions:']","['', '', 'westartfromtheacquisitionanduseoflexicalknowl-edge,whichrepresentsthebasicbuildingblockanyTEsystem.', 'Usingthebasicsolutionproposedby #TAUTHOR_TAGasatermofcomparison,weexperimentwithdifferentsourcesofmultilinguallexicalknowledgetoaddressthefollowingquestions:']","['', '', 'Alongthisdirection,westartfromtheacquisitionanduseoflexicalknowl-edge,whichrepresentsthebasicbuildingblockofanyTEsystem.', 'Usingthebasicsolutionproposedby #TAUTHOR_TAGasatermofcomparison,weexperimentwithdifferentsourcesofmultilinguallexicalknowledgetoaddressthefollowingquestions:']",1
"['', '', '', '', '', 'WerunTreeTagger #AUTHOR_TAGfortokenization,andusedtheGiza++ #TAUTHOR_TAGtoalignthetokenizedcorporaatthewordlevel.', 'bilingualphrasetablefromthealignedcorporausingtheMosestoolkit #AUTHOR_TAG.', '', '', '', '']","['', '', '', '', '', 'WerunTreeTagger #AUTHOR_TAGfortokenization,andusedtheGiza++ #TAUTHOR_TAGtoalignthetokenizedcorporaatthewordlevel.', 'bilingualphrasetablefromthealignedcorporausingtheMosestoolkit #AUTHOR_TAG.', '', '', '', '']","['', '', '', '', '', 'WerunTreeTagger #AUTHOR_TAGfortokenization,andusedtheGiza++ #TAUTHOR_TAGtoalignthetokenizedcorporaatthewordlevel.', 'thebilingualphrasetablefromthealignedcorporausingtheMosestoolkit #AUTHOR_TAG.', '', '', '', '']","['', '', '', '', '', 'WerunTreeTagger #AUTHOR_TAGfortokenization,andusedtheGiza++ #TAUTHOR_TAGtoalignthetokenizedcorporaatthewordlevel.', 'Subsequently,weextractedthebilingualphrasetablefromthealignedcorporausingtheMosestoolkit #AUTHOR_TAG.', '', '', '', '']",5
"['Paraphrasetables(PPHT)containpairscorrespondphrasesthesamelanguage,possiblyassociatedwithprobabilities.', 'TheyprovedtobeusefulinanumberofNLPapplicationssuchasnaturallanguagegeneration #AUTHOR_TAG,multidocumentsummarization #TAUTHOR_TAG,automaticevaluationofMT #AUTHOR_TAG,andTE #AUTHOR_TAG.', '', '', '']","['Paraphrasetables(PPHT)containpairscorrespondingphrasesthesamelanguage,possiblyassociatedwithprobabilities.', 'TheyprovedtobeusefulinanumberofNLPapplicationssuchasnaturallanguagegeneration #AUTHOR_TAG,multidocumentsummarization #TAUTHOR_TAG,automaticevaluationofMT #AUTHOR_TAG,andTE #AUTHOR_TAG.', '', '', '']","['Paraphrasetables(PPHT)containpairscorrespondingphrasesthesamelanguage,possiblyassociatedwithprobabilities.', 'TheyprovedtobeusefulinanumberofNLPapplicationssuchasnaturallanguagegeneration #AUTHOR_TAG,multidocumentsummarization #TAUTHOR_TAG,automaticevaluationofMT #AUTHOR_TAG,andTE #AUTHOR_TAG.', '', '', '']","['Paraphrasetables(PPHT)containpairsofcorrespondingphrasesinthesamelanguage,possiblyassociatedwithprobabilities.', 'TheyprovedtobeusefulinanumberofNLPapplicationssuchasnaturallanguagegeneration #AUTHOR_TAG,multidocumentsummarization #TAUTHOR_TAG,automaticevaluationofMT #AUTHOR_TAG,andTE #AUTHOR_TAG.', '', '', '']",4
"['Despitetheconsensusontheusefulnessoflexicalknowledgefortextualinference,determiningtheactualimpactoftheseresourcesisnotstraightforward,astheyalwaysrepresentonecomponentincomplexarchitecturesthatmayusethemindifferentways.', 'Asemergesfromtheablationtestsreportedin #AUTHOR_TAG,eventhemostcommonresourcesprovedtohaveapositiveimpactonsomesystemsandanegativeimpactonothers.', 'Somepreviousworks #TAUTHOR_TAGindicate,asmainlimitationsofthementionedresources,theirlimitedcoverage,theirlowprecision,andthefactthattheyaremostlysuitabletocapturerelationsmainlybetweensinglewords.']","['Despitetheconsensusontheusefulnessoflexicalknowledgefortextualinference,determiningtheactualimpactoftheseresourcesisnotstraightforward,astheyalwaysrepresentonecomponentincomplexarchitecturesthatmayusethemindifferentways.', 'Asemergesfromtheablationtestsreportedin #AUTHOR_TAG,eventhemostcommonresourcesprovedtohaveapositiveimpactonsomesystemsandanegativeimpactonothers.', 'Somepreviousworks #TAUTHOR_TAGindicate,asmainlimitationsofthementionedresources,theirlimitedcoverage,theirlowprecision,andthefactthattheyaremostlysuitabletocapturerelationsmainlybetweensinglewords.']","['Despitetheconsensusontheusefulnessoflexicalknowledgefortextualinference,determiningtheactualimpactoftheseresourcesisnotstraightforward,astheyalwaysrepresentonecomponentincomplexarchitecturesthatmayusethemindifferentways.', 'Asemergesfromtheablationtestsreportedin #AUTHOR_TAG,eventhemostcommonresourcesprovedtohaveapositiveimpactonsomesystemsandanegativeimpactonothers.', 'Somepreviousworks #TAUTHOR_TAGindicate,asmainlimitationsofthementionedresources,theirlimitedcoverage,theirlowprecision,andthefactthattheyaremostlysuitabletocapturerelationsmainlybetweensinglewords.']","['Despitetheconsensusontheusefulnessoflexicalknowledgefortextualinference,determiningtheactualimpactoftheseresourcesisnotstraightforward,astheyalwaysrepresentonecomponentincomplexarchitecturesthatmayusethemindifferentways.', 'Asemergesfromtheablationtestsreportedin #AUTHOR_TAG,eventhemostcommonresourcesprovedtohaveapositiveimpactonsomesystemsandanegativeimpactonothers.', 'Somepreviousworks #TAUTHOR_TAGindicate,asmainlimitationsofthementionedresources,theirlimitedcoverage,theirlowprecision,andthefactthattheyaremostlysuitabletocapturerelationsmainlybetweensinglewords.']",0
