token_context,word_context,seg_context,sent_cotext,label
"['numberofspeechunderstandingsystemshavebeendevelopedduringthepastfifteenyears(Barnettetal.1980,DixonandMartin1979, #TAUTHOR_TAG,HatonandPierrel1976,Lea1980,LowerreandReddy1980,Medress1980,Reddy1976,Walker1978,andWolfandWoods1980).', '']","['numberofspeechunderstandingsystemshavebeendevelopedduringthepastfifteenyears(Barnettetal.1980,DixonandMartin1979, #TAUTHOR_TAG,HatonandPierrel1976,Lea1980,LowerreandReddy1980,Medress1980,Reddy1976,Walker1978,andWolfandWoods1980).', '']","['numberofspeechunderstandingsystemshavebeendevelopedduringthepastfifteenyears(Barnettetal.1980,DixonandMartin1979, #TAUTHOR_TAG,HatonandPierrel1976,Lea1980,LowerreandReddy1980,Medress1980,Reddy1976,Walker1978,andWolfandWoods1980).', '']","['numberofspeechunderstandingsystemshavebeendevelopedduringthepastfifteenyears(Barnettetal.1980,DixonandMartin1979, #TAUTHOR_TAG,HatonandPierrel1976,Lea1980,LowerreandReddy1980,Medress1980,Reddy1976,Walker1978,andWolfandWoods1980).', '']",1
"['problemofhandlingill-formedinputhasbeenstudiedby #AUTHOR_TAG, #AUTHOR_TAG, #TAUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG,and #AUTHOR_TAG.', 'A']","['problemofhandlingill-formedinputhasbeenstudiedby #AUTHOR_TAG, #AUTHOR_TAG, #TAUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG,and #AUTHOR_TAG.', 'A']","['problemofhandlingill-formedinputhasbeenstudiedby #AUTHOR_TAG, #AUTHOR_TAG, #TAUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG,and #AUTHOR_TAG.', '']","['problemofhandlingill-formedinputhasbeenstudiedby #AUTHOR_TAG, #AUTHOR_TAG, #TAUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG,and #AUTHOR_TAG.', '']",1
"[').', '[Thecurrentsystemshouldbedistinguishedfromanearliervoicesystem(VNLC, #TAUTHOR_TAG,whichhadnoexpectationandwhichhandleddiscretespeechwherea300millisecondpausemustfolloweachword.']","['Fink1983).', '[Thecurrentsystemshouldbedistinguishedfromanearliervoicesystem(VNLC, #TAUTHOR_TAG,whichhadnoexpectationandwhichhandleddiscretespeechwherea300millisecondpausemustfolloweachword.']","[',Fink1983).', '[Thecurrentsystemshouldbedistinguishedfromanearliervoicesystem(VNLC, #TAUTHOR_TAG,whichhadnoexpectationandwhichhandleddiscretespeechwherea300millisecondpausemustfolloweachword.']","['', '[Thecurrentsystemshouldbedistinguishedfromanearliervoicesystem(VNLC, #TAUTHOR_TAG,whichhadnoexpectationandwhichhandleddiscretespeechwherea300millisecondpausemustfolloweachword.']",1
"['expectationparserusesanATN-likerepresentationforitsgrammar #TAUTHOR_TAG.', 'Itsstrategyistop-down.', 'The']","['expectationparserusesanATN-likerepresentationforitsgrammar #TAUTHOR_TAG.', 'Itsstrategyistop-down.', 'The']","['expectationparserusesanATN-likerepresentationforitsgrammar #TAUTHOR_TAG.', 'Itsstrategyistop-down.', 'Thetypesofsentences']","['expectationparserusesanATN-likerepresentationforitsgrammar #TAUTHOR_TAG.', 'Itsstrategyistop-down.', '']",5
"[').', 'TheexpectationsystemprovidedtheintermediateprocessingbetweentheerrorfuloutputofthespeechrecognizerandthedeepsemanticsofNLC.', 'TheresultingspeechunderstandingsystemiscalledtheVoiceNaturalLanguageComputerwithExpectation(VNLCE, #TAUTHOR_TAG.', '[Thecurrentsystemshouldbedistinguishedfromanearliervoice']","['andBallard1980).', 'TheexpectationsystemprovidedtheintermediateprocessingbetweentheerrorfuloutputofthespeechrecognizerandthedeepsemanticsofNLC.', 'TheresultingspeechunderstandingsystemiscalledtheVoiceNaturalLanguageComputerwithExpectation(VNLCE, #TAUTHOR_TAG.', '[Thecurrentsystemshouldbedistinguishedfromanearliervoice']","[').', 'TheexpectationsystemprovidedtheintermediateprocessingbetweentheerrorfuloutputofthespeechrecognizerandthedeepsemanticsofNLC.', 'TheresultingspeechunderstandingsystemiscalledtheVoiceNaturalLanguageComputerwithExpectation(VNLCE, #TAUTHOR_TAG.', '[Thecurrentsystemshouldbedistinguishedfromanearliervoicesystem']","['', 'TheexpectationsystemprovidedtheintermediateprocessingbetweentheerrorfuloutputofthespeechrecognizerandthedeepsemanticsofNLC.', 'TheresultingspeechunderstandingsystemiscalledtheVoiceNaturalLanguageComputerwithExpectation(VNLCE, #TAUTHOR_TAG.', '']",0
"['numberofspeechunderstandingsystemshavebeendevelopedduringthepastfifteenyears #TAUTHOR_TAG,DixonandMartin1979,Ermanetal.1980,HatonandPierrel1976,Lea1980,LowerreandReddy1980,Medress1980,Reddy1976,Walker1978,andWolfandWoods1980).', '']","['numberofspeechunderstandingsystemshavebeendevelopedduringthepastfifteenyears #TAUTHOR_TAG,DixonandMartin1979,Ermanetal.1980,HatonandPierrel1976,Lea1980,LowerreandReddy1980,Medress1980,Reddy1976,Walker1978,andWolfandWoods1980).', '']","['numberofspeechunderstandingsystemshavebeendevelopedduringthepastfifteenyears #TAUTHOR_TAG,DixonandMartin1979,Ermanetal.1980,HatonandPierrel1976,Lea1980,LowerreandReddy1980,Medress1980,Reddy1976,Walker1978,andWolfandWoods1980).', '']","['numberofspeechunderstandingsystemshavebeendevelopedduringthepastfifteenyears #TAUTHOR_TAG,DixonandMartin1979,Ermanetal.1980,HatonandPierrel1976,Lea1980,LowerreandReddy1980,Medress1980,Reddy1976,Walker1978,andWolfandWoods1980).', 'Mostoftheseeffortsconcentratedontheinteractionbetweenlowlevelinformationsourcesfromaspeechrecognizerandanaturallanguageprocessortodiscoverthemeaningofaninputsentence.', '']",1
"['', 'Adetaileddescriptionofthekindsofexpectationmechanismsappearinginthesesystemsappearsin #TAUTHOR_TAG']","['', 'Adetaileddescriptionofthekindsofexpectationmechanismsappearinginthesesystemsappearsin #TAUTHOR_TAG']","['', 'Adetaileddescriptionofthekindsofexpectationmechanismsappearinginthesesystemsappearsin #TAUTHOR_TAG']","['', 'Adetaileddescriptionofthekindsofexpectationmechanismsappearinginthesesystemsappearsin #TAUTHOR_TAG']",0
"[""\x80¢useofhighlevelknowledgeaboutthedomaininparticularandthedialoguetaskingeneral,â\x80¢a``continue''facilityandan``auto-loop''facilityasdescribedby #TAUTHOR_TAG,â\x80¢""]","[""â\x80¢useofhighlevelknowledgeaboutthedomaininparticularandthedialoguetaskingeneral,â\x80¢a``continue''facilityandan``auto-loop''facilityasdescribedby #TAUTHOR_TAG,â\x80¢""]","[""\x80¢useofhighlevelknowledgeaboutthedomaininparticularandthedialoguetaskingeneral,â\x80¢a``continue''facilityandan``auto-loop''facilityasdescribedby #TAUTHOR_TAG,â\x80¢""]",[' #TAUTHOR_TAG'],3
"['problemofhandlingill-formedinputhasbeenstudiedby #TAUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG,and #AUTHOR_TAG.', 'A']","['problemofhandlingill-formedinputhasbeenstudiedby #TAUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG,and #AUTHOR_TAG.', 'A']","['problemofhandlingill-formedinputhasbeenstudiedby #TAUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG,and #AUTHOR_TAG.', '']","['problemofhandlingill-formedinputhasbeenstudiedby #TAUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG,and #AUTHOR_TAG.', '']",1
"['VNLCEprocessormaybeconsideredtobealearningsystemofthetraditiondescribed,forexample,in #AUTHOR_TAG.', 'Thecurrentsystemlearnsfinitestateflowchartswhereastypicallearningsystemsusuallyacquirecoefficientvaluesasin #TAUTHOR_TAG,assertionalstatementsasin #AUTHOR_TAG,orsemanticnetsasin #AUTHOR_TAG.', '']","['VNLCEprocessormaybeconsideredtobealearningsystemofthetraditiondescribed,forexample,in #AUTHOR_TAG.', 'Thecurrentsystemlearnsfinitestateflowchartswhereastypicallearningsystemsusuallyacquirecoefficientvaluesasin #TAUTHOR_TAG,assertionalstatementsasin #AUTHOR_TAG,orsemanticnetsasin #AUTHOR_TAG.', '']","['VNLCEprocessormaybeconsideredtobealearningsystemofthetraditiondescribed,forexample,in #AUTHOR_TAG.', 'Thecurrentsystemlearnsfinitestateflowchartswhereastypicallearningsystemsusuallyacquirecoefficientvaluesasin #TAUTHOR_TAG,assertionalstatementsasin #AUTHOR_TAG,orsemanticnetsasin #AUTHOR_TAG.', '']","['VNLCEprocessormaybeconsideredtobealearningsystemofthetraditiondescribed,forexample,in #AUTHOR_TAG.', 'Thecurrentsystemlearnsfinitestateflowchartswhereastypicallearningsystemsusuallyacquirecoefficientvaluesasin #TAUTHOR_TAG,assertionalstatementsasin #AUTHOR_TAG,orsemanticnetsasin #AUTHOR_TAG.', '']",1
"['usefulnessofthemethodologydescribedabovewastestedintheimplementationofaconnectedspeechunderstandingsystem.', 'Anoff-the-shelfspeechrecognitiondevice,aNipponElectricCorporationDP-200,wasaddedtoanexistingnaturallanguageprocessingsystem,theNaturalLanguageComputer(NLC) #TAUTHOR_TAG,BiermannandBallard1980).', 'TheexpectationsystemprovidedtheintermediateprocessingbetweentheerrorfuloutputofthespeechrecognizerandthedeepsemanticsofNLC.', 'The']","['usefulnessofthemethodologydescribedabovewastestedintheimplementationofaconnectedspeechunderstandingsystem.', 'Anoff-the-shelfspeechrecognitiondevice,aNipponElectricCorporationDP-200,wasaddedtoanexistingnaturallanguageprocessingsystem,theNaturalLanguageComputer(NLC) #TAUTHOR_TAG,BiermannandBallard1980).', 'TheexpectationsystemprovidedtheintermediateprocessingbetweentheerrorfuloutputofthespeechrecognizerandthedeepsemanticsofNLC.', 'The']","['', 'Theusefulnessofthemethodologydescribedabovewastestedintheimplementationofaconnectedspeechunderstandingsystem.', 'Anoff-the-shelfspeechrecognitiondevice,aNipponElectricCorporationDP-200,wasaddedtoanexistingnaturallanguageprocessingsystem,theNaturalLanguageComputer(NLC) #TAUTHOR_TAG,BiermannandBallard1980).', 'TheexpectationsystemprovidedtheintermediateprocessingbetweentheerrorfuloutputofthespeechrecognizerandthedeepsemanticsofNLC.', '']","['', 'Theusefulnessofthemethodologydescribedabovewastestedintheimplementationofaconnectedspeechunderstandingsystem.', 'Anoff-the-shelfspeechrecognitiondevice,aNipponElectricCorporationDP-200,wasaddedtoanexistingnaturallanguageprocessingsystem,theNaturalLanguageComputer(NLC) #TAUTHOR_TAG,BiermannandBallard1980).', 'TheexpectationsystemprovidedtheintermediateprocessingbetweentheerrorfuloutputofthespeechrecognizerandthedeepsemanticsofNLC.', '']",0
"['numberofspeechunderstandingsystemshavebeendevelopedduringthepastfifteenyears(Barnettetal.1980,DixonandMartin1979,Ermanetal.1980,HatonandPierrel1976,Lea1980,LowerreandReddy1980,Medress1980, #TAUTHOR_TAG,Walker1978,andWolfandWoods1980).', '']","['numberofspeechunderstandingsystemshavebeendevelopedduringthepastfifteenyears(Barnettetal.1980,DixonandMartin1979,Ermanetal.1980,HatonandPierrel1976,Lea1980,LowerreandReddy1980,Medress1980, #TAUTHOR_TAG,Walker1978,andWolfandWoods1980).', '']","['numberofspeechunderstandingsystemshavebeendevelopedduringthepastfifteenyears(Barnettetal.1980,DixonandMartin1979,Ermanetal.1980,HatonandPierrel1976,Lea1980,LowerreandReddy1980,Medress1980, #TAUTHOR_TAG,Walker1978,andWolfandWoods1980).', '']","['numberofspeechunderstandingsystemshavebeendevelopedduringthepastfifteenyears(Barnettetal.1980,DixonandMartin1979,Ermanetal.1980,HatonandPierrel1976,Lea1980,LowerreandReddy1980,Medress1980, #TAUTHOR_TAG,Walker1978,andWolfandWoods1980).', '']",1
"['', 'ThetypesofsentencesacceptedareessentiallythoseacceptedbytheoriginalNLCgrammar,imperativesentenceswithnestednoungroupsandconjunctions #TAUTHOR_TAG.', '']","['', 'ThetypesofsentencesacceptedareessentiallythoseacceptedbytheoriginalNLCgrammar,imperativesentenceswithnestednoungroupsandconjunctions #TAUTHOR_TAG.', '']","['', 'ThetypesofsentencesacceptedareessentiallythoseacceptedbytheoriginalNLCgrammar,imperativesentenceswithnestednoungroupsandconjunctions #TAUTHOR_TAG.', '']","['', 'ThetypesofsentencesacceptedareessentiallythoseacceptedbytheoriginalNLCgrammar,imperativesentenceswithnestednoungroupsandconjunctions #TAUTHOR_TAG.', '']",0
['paperbutisexplainedindetailin #TAUTHOR_TAG'],['paperbutisexplainedindetailin #TAUTHOR_TAG'],['itisdoneisbeyondthescopeofthispaperbutisexplainedindetailin #TAUTHOR_TAG'],"['', 'Thecomparisonthatmustbemadetodeterminewhichoptionisbetterinagivensituationishowoftenthefirstwillerrorcorrectincorrectlyasopposedtohowmucherrorcorrectingpowerwewilllosebyusingthesecond.', 'Howitisdoneisbeyondthescopeofthispaperbutisexplainedindetailin #TAUTHOR_TAG']",0
"['', 'ThereissomeliteratureonprocedureacquisitionsuchastheLISPsynthesisworkdescribedin #TAUTHOR_TAGand']","['', 'ThereissomeliteratureonprocedureacquisitionsuchastheLISPsynthesisworkdescribedin #TAUTHOR_TAGand']","['', 'ThereissomeliteratureonprocedureacquisitionsuchastheLISPsynthesisworkdescribedin #TAUTHOR_TAGandthePROLOGsynthesismethodof #AUTHOR_TAG']","['', 'ThereissomeliteratureonprocedureacquisitionsuchastheLISPsynthesisworkdescribedin #TAUTHOR_TAGandthePROLOGsynthesismethodof #AUTHOR_TAG']",1
"['numberofspeechunderstandingsystemshavebeendevelopedduringthepastfifteenyears(Barnettetal.1980,DixonandMartin1979,Ermanetal.1980, #TAUTHOR_TAG,Lea1980,LowerreandReddy1980,Medress1980,Reddy1976,Walker1978,andWolfandWoods1980).', '']","['numberofspeechunderstandingsystemshavebeendevelopedduringthepastfifteenyears(Barnettetal.1980,DixonandMartin1979,Ermanetal.1980, #TAUTHOR_TAG,Lea1980,LowerreandReddy1980,Medress1980,Reddy1976,Walker1978,andWolfandWoods1980).', '']","['numberofspeechunderstandingsystemshavebeendevelopedduringthepastfifteenyears(Barnettetal.1980,DixonandMartin1979,Ermanetal.1980, #TAUTHOR_TAG,Lea1980,LowerreandReddy1980,Medress1980,Reddy1976,Walker1978,andWolfandWoods1980).', '']","['numberofspeechunderstandingsystemshavebeendevelopedduringthepastfifteenyears(Barnettetal.1980,DixonandMartin1979,Ermanetal.1980, #TAUTHOR_TAG,Lea1980,LowerreandReddy1980,Medress1980,Reddy1976,Walker1978,andWolfandWoods1980).', '']",1
"['', 'InthispaperwefocusontheexploitationoftheLDOCEgrammarcodingsystem; #AUTHOR_TAGand #TAUTHOR_TAGdescribefurtherresearchinCambridgeutilisingdifferenttypesofinformationavailableinLDOCE']","['', 'InthispaperwefocusontheexploitationoftheLDOCEgrammarcodingsystem; #AUTHOR_TAGand #TAUTHOR_TAGdescribefurtherresearchinCambridgeutilisingdifferenttypesofinformationavailableinLDOCE']","['', 'InthispaperwefocusontheexploitationoftheLDOCEgrammarcodingsystem; #AUTHOR_TAGand #TAUTHOR_TAGdescribefurtherresearchinCambridgeutilisingdifferenttypesofinformationavailableinLDOCE']","['', 'InthispaperwefocusontheexploitationoftheLDOCEgrammarcodingsystem; #AUTHOR_TAGand #TAUTHOR_TAGdescribefurtherresearchinCambridgeutilisingdifferenttypesofinformationavailableinLDOCE']",0
"['oftheVcodeseemtobepurelysyntactic.', ' #TAUTHOR_TAGand #AUTHOR_TAGprovideamoredetailedanalysisoftheinformationencodedbytheLDOCEgrammarcodesanddiscusstheirefficacyasasystemoflinguisticdescription.', '']","['oftheVcodeseemtobepurelysyntactic.', ' #TAUTHOR_TAGand #AUTHOR_TAGprovideamoredetailedanalysisoftheinformationencodedbytheLDOCEgrammarcodesanddiscusstheirefficacyasasystemoflinguisticdescription.', '']","['oftheVcodeseemtobepurelysyntactic.', ' #TAUTHOR_TAGand #AUTHOR_TAGprovideamoredetailedanalysisoftheinformationencodedbytheLDOCEgrammarcodesanddiscusstheirefficacyasasystemoflinguisticdescription.', '']","['', ' #TAUTHOR_TAGand #AUTHOR_TAGprovideamoredetailedanalysisoftheinformationencodedbytheLDOCEgrammarcodesanddiscusstheirefficacyasasystemoflinguisticdescription.', ' #AUTHOR_TAGcomprehensivelycomparesdifferentapproachestocomplementationwithingrammaticaltheoryprovidingatouchstoneagainstwhichtheLDOCEschemecanbeevaluated']",0
"['itmustallowfrequentandrapidaccesstotheinformationinthedictionaryviathedictionaryheadwords.', 'Theresearchdescribedbelowistakingplaceinthecontextofthreecollaborativeprojects #TAUTHOR_TAGtodevelopageneral-purpose,widecoveragemorphologicalandsyntacticanalyserforEnglish.', 'One']","['itmustallowfrequentandrapidaccesstotheinformationinthedictionaryviathedictionaryheadwords.', 'Theresearchdescribedbelowistakingplaceinthecontextofthreecollaborativeprojects #TAUTHOR_TAGtodevelopageneral-purpose,widecoveragemorphologicalandsyntacticanalyserforEnglish.', 'Onemotivationforourinterestinmachinereadabledictionaries']","['itmustallowfrequentandrapidaccesstotheinformationinthedictionaryviathedictionaryheadwords.', 'Theresearchdescribedbelowistakingplaceinthecontextofthreecollaborativeprojects #TAUTHOR_TAGtodevelopageneral-purpose,widecoveragemorphologicalandsyntacticanalyserforEnglish.', 'Onemotivationforourinterestinmachinereadabledictionaries']","['', 'Real-timeparsingimposesstringentrequirementsonadictionarysupportenvironment;attheveryleastitmustallowfrequentandrapidaccesstotheinformationinthedictionaryviathedictionaryheadwords.', 'Theresearchdescribedbelowistakingplaceinthecontextofthreecollaborativeprojects #TAUTHOR_TAGtodevelopageneral-purpose,widecoveragemorphologicalandsyntacticanalyserforEnglish.', 'Onemotivationforourinterestinmachinereadabledictionariesistoattempttoprovideasubstantiallexiconwithlexicalentriescontaininggrammaticalinformationcompatiblewiththegrammaticalframeworkemployedbytheanalyser']",0
"['word,pronunciation,grammarcodes,definitions,examples,andsoforth.', 'However,eachofthesefieldsrequiresfurtherdecodingandrestructuringtoprovideclientprogramswitheasyaccesstotheinformationtheyrequire(see #TAUTHOR_TAGforfurtherdiscussion).', 'Forthispurposetheformattingcodesonthetypesettingtapearecrucialsincetheyprovidecluestothecorrectstructureofthisinformation.', '']","['lispifiedLDOCEfileretainsthebroadstructureofthetypesettingtapeanddivideseachentryintoanumberoffields--headword,pronunciation,grammarcodes,definitions,examples,andsoforth.', 'However,eachofthesefieldsrequiresfurtherdecodingandrestructuringtoprovideclientprogramswitheasyaccesstotheinformationtheyrequire(see #TAUTHOR_TAGforfurtherdiscussion).', 'Forthispurposetheformattingcodesonthetypesettingtapearecrucialsincetheyprovidecluestothecorrectstructureofthisinformation.', '']","['word,pronunciation,grammarcodes,definitions,examples,andsoforth.', 'However,eachofthesefieldsrequiresfurtherdecodingandrestructuringtoprovideclientprogramswitheasyaccesstotheinformationtheyrequire(see #TAUTHOR_TAGforfurtherdiscussion).', 'Forthispurposetheformattingcodesonthetypesettingtapearecrucialsincetheyprovidecluestothecorrectstructureofthisinformation.', '']","['lispifiedLDOCEfileretainsthebroadstructureofthetypesettingtapeanddivideseachentryintoanumberoffields--headword,pronunciation,grammarcodes,definitions,examples,andsoforth.', 'However,eachofthesefieldsrequiresfurtherdecodingandrestructuringtoprovideclientprogramswitheasyaccesstotheinformationtheyrequire(see #TAUTHOR_TAGforfurtherdiscussion).', 'Forthispurposetheformattingcodesonthetypesettingtapearecrucialsincetheyprovidecluestothecorrectstructureofthisinformation.', '']",0
"['', ' #TAUTHOR_TAGcomprehensivelycomparesdifferentapproachestocomplementationwithingrammaticaltheoryprovidingatouchstoneagainstwhichtheLDOCEschemecanbeevaluated']","['', ' #TAUTHOR_TAGcomprehensivelycomparesdifferentapproachestocomplementationwithingrammaticaltheoryprovidingatouchstoneagainstwhichtheLDOCEschemecanbeevaluated']","['', ' #TAUTHOR_TAGcomprehensivelycomparesdifferentapproachestocomplementationwithingrammaticaltheoryprovidingatouchstoneagainstwhichtheLDOCEschemecanbeevaluated']","['', ' #TAUTHOR_TAGcomprehensivelycomparesdifferentapproachestocomplementationwithingrammaticaltheoryprovidingatouchstoneagainstwhichtheLDOCEschemecanbeevaluated']",1
"[',thereareothersyntacticandsemantictestsforthisdistinction,(seeeg. #TAUTHOR_TAG:472),butthesearetheonlyoneswhichareexplicitintheLDOCEcodingsystem']","[',thereareothersyntacticandsemantictestsforthisdistinction,(seeeg. #TAUTHOR_TAG:472),butthesearetheonlyoneswhichareexplicitintheLDOCEcodingsystem']","[',thereareothersyntacticandsemantictestsforthisdistinction,(seeeg. #TAUTHOR_TAG:472),butthesearetheonlyoneswhichareexplicitintheLDOCEcodingsystem']","[',thereareothersyntacticandsemantictestsforthisdistinction,(seeeg. #TAUTHOR_TAG:472),butthesearetheonlyoneswhichareexplicitintheLDOCEcodingsystem']",0
"['', 'TwoexceptionstothisgeneralisationaretheLinguisticStringProject #AUTHOR_TAGandtheIBMCRITIQUE(formerlyEPISTLE)Project #TAUTHOR_TAG;theformeremploysadictionaryofapproximately10,000words,mostofwhicharespecialistmedicalterms,thelatterhaswellover100,000entries,gatheredfrommachinereadablesources.', '']","['', 'TwoexceptionstothisgeneralisationaretheLinguisticStringProject #AUTHOR_TAGandtheIBMCRITIQUE(formerlyEPISTLE)Project #TAUTHOR_TAG;theformeremploysadictionaryofapproximately10,000words,mostofwhicharespecialistmedicalterms,thelatterhaswellover100,000entries,gatheredfrommachinereadablesources.', '']","['', 'TwoexceptionstothisgeneralisationaretheLinguisticStringProject #AUTHOR_TAGandtheIBMCRITIQUE(formerlyEPISTLE)Project #TAUTHOR_TAG;theformeremploysadictionaryofapproximately10,000words,mostofwhicharespecialistmedicalterms,thelatterhaswellover100,000entries,gatheredfrommachinereadablesources.', '']","['', 'TwoexceptionstothisgeneralisationaretheLinguisticStringProject #AUTHOR_TAGandtheIBMCRITIQUE(formerlyEPISTLE)Project #TAUTHOR_TAG;theformeremploysadictionaryofapproximately10,000words,mostofwhicharespecialistmedicalterms,thelatterhaswellover100,000entries,gatheredfrommachinereadablesources.', '']",1
